station_id,affected_line,tube_station_id,dist_m
105,central_line,9400ZZLUQWY2,601.1680575384796
105,circle_line,9400ZZLUBWT2,381.23022618950824
105,district_line,9400ZZLUBWT2,381.23022618950824
105,hammersmith-city_line,940GZZLURYO,411.6774172457417
106,bakerloo_line,9400ZZLUOXC4,392.16109390489373
106,central_line,HUBBDS,132.3404771329949
106,jubilee_line,HUBBDS,132.3404771329949
106,victoria_line,940GZZLUOXC,393.71074920461854
107,circle_line,9400ZZLUBBN1,642.5734466120067
107,hammersmith-city_line,9400ZZLUBBN1,642.5734466120067
107,metropolitan_line,9400ZZLUBBN1,642.5734466120067
107,northern_line,HUBOLD,562.0615099313588
109,bakerloo_line,940GZZLUPCC,628.8610451012404
109,central_line,9400ZZLUTCR1,101.83472937094032
109,northern_line,HUBTCR,108.5379684724484
109,piccadilly_line,940GZZLULSQ,543.7968718468159
109,victoria_line,940GZZLUOXC,664.1054324134528
110,jubilee_line,940GZZLUSJW,191.4597790575339
111,central_line,9400ZZLUMBA2,377.041236062889
111,jubilee_line,HUBBDS,694.7838639762144
112,central_line,9400ZZLUSPU2,480.8559633508686
112,circle_line,940GZZLUBKF,483.1688904290001
112,district_line,940GZZLUBKF,483.1688904290001
112,hammersmith-city_line,HUBZFD,490.0416184926921
112,metropolitan_line,HUBZFD,490.0416184926921
113,circle_line,9400ZZLUGTR1,237.69470103645145
113,district_line,9400ZZLUGTR2,240.18546064976158
113,piccadilly_line,940GZZLUGTR,242.589625550956
114,bakerloo_line,9400ZZLUBST1,176.68518659216627
114,circle_line,940GZZLUBST,221.5722119231128
114,hammersmith-city_line,940GZZLUBST,221.5722119231128
114,jubilee_line,9400ZZLUBST5,175.17821642303525
114,metropolitan_line,940GZZLUBST,221.5722119231128
115,central_line,9400ZZLULVT1,734.2699722167017
115,circle_line,9400ZZLUALD3,134.35980786747206
115,district_line,940GZZLUADE,119.82581548570468
115,hammersmith-city_line,940GZZLUADE,119.82581548570468
115,metropolitan_line,9400ZZLUALD4,132.1905570209572
116,bakerloo_line,940GZZLUOXC,87.19074996516301
116,central_line,940GZZLUOXC,87.19074996516301
116,jubilee_line,HUBBDS,525.5704256433954
116,northern_line,HUBTCR,748.3050247638809
116,piccadilly_line,9400ZZLUPCC3,696.3192537508615
116,victoria_line,940GZZLUOXC,87.19074996516301
117,bakerloo_line,9400ZZLULBN2,675.1867185582191
118,circle_line,9400ZZLUSJP2,396.6740098274002
118,district_line,9400ZZLUSJP2,396.6740098274002
118,victoria_line,940GZZLUVIC,531.0869419456607
119,circle_line,9400ZZLUBBN1,790.8943935391994
119,hammersmith-city_line,9400ZZLUBBN1,790.8943935391994
119,metropolitan_line,9400ZZLUBBN1,790.8943935391994
119,northern_line,HUBOLD,184.5998131806709
120,central_line,940GZZLUSPU,322.9489368177446
120,circle_line,9400ZZLUMGT2,393.92102867870494
120,district_line,940GZZLUMSH,407.4071815598071
120,hammersmith-city_line,9400ZZLUMGT2,393.92102867870494
120,metropolitan_line,9400ZZLUMGT2,393.92102867870494
120,northern_line,HUBBAN,379.1346324010906
120,waterloo-city_line,9400ZZLUBNK3,357.52624394659233
121,bakerloo_line,940GZZLUBST,446.45413466093817
121,central_line,9400ZZLUMBA1,599.9998148278358
121,circle_line,9400ZZLUBST3,376.8279536597147
121,hammersmith-city_line,9400ZZLUBST3,376.8279536597147
121,jubilee_line,940GZZLUBST,446.45413466093817
121,metropolitan_line,9400ZZLUBST8,433.80761258616917
122,central_line,9400ZZLULVT1,402.8859736085356
122,circle_line,HUBLST,461.20871651543456
122,hammersmith-city_line,HUBLST,461.20871651543456
122,metropolitan_line,HUBLST,461.20871651543456
122,northern_line,9400ZZLUMGT4,662.9609277515973
123,northern_line,9400ZZLUAGL2,390.0366862118453
124,circle_line,9400ZZLUVIC1,415.90145579659196
124,district_line,9400ZZLUVIC1,415.90145579659196
124,piccadilly_line,9400ZZLUHPC1,710.838070230122
124,victoria_line,HUBVIC,496.76637996839247
125,bakerloo_line,9400ZZLUEAC2,702.5626845072075
125,jubilee_line,9400ZZLULNB3,591.6295761480372
125,northern_line,9400ZZLUBOR2,69.84095396671297
126,central_line,9400ZZLUSPU1,320.38167133369325
126,circle_line,940GZZLUBBN,291.8699700456696
126,district_line,940GZZLUMSH,657.1887885826608
126,hammersmith-city_line,940GZZLUBBN,291.8699700456696
126,metropolitan_line,940GZZLUBBN,291.8699700456696
126,northern_line,HUBZMG,547.5062201472165
126,waterloo-city_line,9400ZZLUBNK3,686.2876982872846
127,central_line,940GZZLUSPU,343.50449308090754
127,circle_line,9400ZZLUMGT2,345.07872406220486
